publication_date;update_date;location;title;vehicles_involved;casualties;injured;reason;sequence_of_actions;district
20190321;NA;NA;BRTA suspends operations of Suprobhat, Jabal-e-Noor buses;buses;['one'];[];Failure to comply with safety regulations and lack of proper vehicle documentation led to the accidents involving buses of 'Suprobhat' and 'Jabal-e-Noor'.;Sequence: 1. BRTA sends letters to two bus companies to suspend operations and submit necessary documents. 2. Bangladesh University of Professionals student Abrar Ahmed Chowdhury was killed by a 'Suprobhat' bus in Kuril area. 3. Two college students were killed in a road accident involving two buses of 'Jabal-e-Noor' on Airport Road.  Reason:;Unknown District
20190326;NA;NA;Huge blast at Narayanganj chemical warehouse;;[];[];Explosion originated in the chemical warehouse.;1. Huge explosion ripped through chemical warehouse 2. Fire broke out following the blast 3. Large hole created on ceiling of 3rd floor, walls blown off and air-conditioner skidded off floor 4. Explosion originated at chemical warehouse on second floor;Unknown District
20190322;NA;NA;Mother, daughter killed in N’ganj road crash;;['one'];[];The accident happened due to a collision between a bus and a motorbike on the highway.;1. A bus rammed a motorbike on Dhaka-Chattogram Highway at Mallikpara of Sonargaon upazila. 2. The bus hit the motorbike around 8:30pm. 3. Sanjida Begum, 26, and her daughter Jannat, 7, were killed on the spot. 4. Sanjida’s husband Jashim Uddin, who was driving the bike, was severely injured. ;Unknown District
20190327;NA;NA;College student killed in Lakshmipur road crash;motorcycle;['one'];['one'];Negligence or reckless driving led to the collision between the motorcycle and auto-rickshaw.;Sequence of actions: 1. A motorcycle hit an auto-rickshaw at Khilbaisa in Sadar upazila.  2. Adnan Hossain, a first-year student of Lakshmipur Government College, was killed. 3. Three others were injured in the accident.  Reason:;Unknown District
20190315;NA;NA;Woman killed in Khulna road crash;car;['one'];['one'];The accident happened due to a collision between a bus and a van on the road.;1. A bus hit a van on Khulna-Satkhira road in Dumuria Upazila's Chuknagar. 2. The deceased, Fatima Begum, was identified as the victim. 3. Three other individuals were injured in the accident. 4. The injured were taken to a local hospital.;Unknown District
20190319;NA;NA;9 killed in road crashes across Bangladesh;truck;['one'];['one'];The accidents happened due to reckless driving and negligence on the part of the drivers involved.;1. A woman and her son were killed in a head-on collision between a truck and an auto-rickshaw in Sylhet.  2. Three people were killed in a road accident on Rangpur-Bogura Highway in Rangpur.  3. An unidentified man was killed after a truck ran over him on Dhaka-Aricha Highway in Manikganj.  4. A teenager sustained severe injuries after a pickup van hit him on Chuadanga-Meherpur road in Chuadanga.  ;Unknown District
20190319;20190319;NA;"BUP student's death in road crash sparks protest in city; bus torched";;[];[];The accident happened due to the bus driver running over Abrar Ahmed Chowdhury.;1. A bus of 'Suprovat Paribahan' ran over Abrar Ahmed Chowdhury at around 7:15 am. 2. Abrar was left dead on the spot. 3. Students from different private universities blocked the road in front of Jamuna Future Park. 4. The students set the killer bus on fire around 12:30 pm. ;Unknown District
20190320;20190320;NA;3 killed as train hits motorbike in Gopalganj;motorcycle, train;['one'];[];There was no gateman at the level crossing.;Sequence of actions: 1. Three motorcycle riders were hit by a train at Bhennabari level crossing. 2. Two of the deceased were identified as Raju Shikdar and Tanvir Chowdhury Rocky. 3. The train was Gopalganj-bound 'Tungipara Express'. Reason of the accident:;Unknown District
20190320;20190320;NA;Protesters vow to continue road safety movement;;['one'];[];Lack of road safety measures and reckless driving led to the accident.;1. Students demand safer roads and ignore requests to end protest 2. Abrar Ahmed Chowdhury dies after being run over by a bus 3. Mayor promises to fulfill demands and starts construction of foot overbridge 4. Protests continue for second consecutive day demanding justice for Abrar ;Unknown District
20190314;NA;NA;3 killed in Chattogram road crash ;;['one'];[];Loss of control leading to collision with roadside tree.;1. Motorbike crashed into the tree at Osmanpur in Mirsharai upazila. 2. Two riders died on the spot and another was injured. 3. The injured rider died on the way to Chittagong Medical College and Hospital. 4. The deceased were identified as Arif Hosain, Ismail Hossain, and Mehedi Hasan. ;Unknown District
20190314;NA;NA;Man killed in Manikganj road crash;;['one'];['one'];Bus driver failed to properly navigate while giving side to another bus.;1. Bus of 'Green Line Paribahan' fell into roadside ditch while giving side to another bus 2. Helper of bus killed on the spot and 15 others injured 3. Two injured individuals shifted to Dhaka Medical College Hospital 4. Identity of deceased not immediately known ;Unknown District
20190316;NA;NA;Two killed in road crashes in 2 districts ;motorcycle, truck;['one'];[];The accidents happened due to reckless driving and negligence on the part of the truck and tractor drivers.;1. Four-year-old girl Mithila was walking along the road in Baroipara area of Naria upazila. 2. A tractor hit Mithila from behind, crushing her. 3. Mithila was critically injured and declared dead after being taken to the Upazila Health Complex. 4. In Chattogram, motorcyclist Mohammad Rubel was hit by a truck in Hathazari area, leaving him severely injured and later declared dead at a local hospital.;Unknown District
20190320;NA;NA;Case filed over BUP student Abrar’s death;;['one'];[];Over-speeding and reckless driving by the bus driver;1. Abrar Ahmed Chowdhury was run over by a bus of 'Suprovat Paribahan' in front of the main gate of Bashundhara residential area;Unknown District
20190319;NA;NA;3 killed in Rangpur road crash;;[];[];The accident happened due to the covered van hitting a road divider and then falling on a bus.;1. A covered van hit a road divider. 2. The covered van fell on a Thakurgaon-bound bus. 3. Three people were killed on the spot. 4. The identities of the deceased could not be known yet. ;Unknown District
20190313;NA;NA;Man killed in Sirajganj road crash;;['one'];[];The accident happened due to the bus driver hitting the three-wheeler.;1. A bus of ‘AS Paribahan’ hit the three-wheeler driver Abdul Kuddus Bhuiyan at Trimohoni in Belkuchi upazila. 2. Abdul Kuddus Bhuiyan was killed on the spot. 3. Another person was injured in the accident. 4. The bus driver fled the scene along with his vehicle immediately after the incident. ;Unknown District
20190308;20190308;NA;2 killed as picnic bus crashes into truck in Bagerhat;truck;['Two'];[];The accident happened because the bus crashed into a stationary truck on the highway.;1. Picnic bus hits a stationary truck on Bagerhat-Khulna highway. 2. Two people killed and ten others injured. 3. Accident occurs around 5 am when the bus crashes into the truck. 4. Picnickers were heading towards Sundarbans after a stopover at Khan Jahan Ali shrine. ;Unknown District
20190311;NA;NA;Satkhira schoolboy’s death in road crash sparks protests;;[];[];The accident happened due to negligence or reckless driving by the pick-up van driver.;1. Jyoti, 6, was hit by a pick-up van while crossing the road to go to school. 2. Jyoti was killed on the spot due to the impact of the accident. 3. Local people blocked the road and staged demonstrations in protest of the accident. 4. The driver of the pick-up van was detained by the police. ;Unknown District
20190309;NA;NA;One killed bus crashes into human hauler in Barishal;;['one'];['one'];Collision between the bus and human-hauler on the highway.;1. Bus crashes into human-hauler on Barishal-Patuakhali highway 2. Woman killed and three others injured in the accident 3. Deceased identified as Renu Begum, 50 4. Injured passengers taken to Barishal Sher-e-Bangla Medical College Hospital for treatment ;Unknown District
20190310;NA;NA;Man crushed under train in Chandpur;train;['one'];[];Walking along the rail tracks with headphones in his ears led to Raton being unable to hear the approaching train, resulting in the accident.;Sequence of Actions: 1. Md Raton was walking along the rail tracks with headphones in his ears. 2. A Laksam-bound Demu train hit Raton. 3. Raton was hit by the train and died on the spot.  Reason: ;Unknown District
20190306;NA;NA;Woman killed in Manikganj road crash;car;['one'];['one'];Attempted robbery led to a scuffle resulting in the woman being crushed under the wheels of a covered van.;1. The couple was returning home by auto-rickshaw from a funeral. 2. Two muggers on a private car tried to snatch Bedena’s bag when the vehicle reached Falsatia. 3. Bedena fell on the road and was crushed under the wheels of a covered van during the scuffle. 4. The muggers were injured as their car plunged into a roadside ditch. ;Unknown District
20190227;NA;NA;Road crashes kill 8 in four districts;motorcycle, truck;['one'];['one'];The accidents happened due to speeding vehicles and loss of control over the steering.;1. A second grader was killed as a speeding bus hit him on Cumilla-Sylhet Highway in Brahmanbaria.  2. Imran was killed in a head-on collision with a Truck and auto-rickshaw in Bijoynagar upazila, Cumilla.  3. Sabikun Nahar was killed as a motorcycle collided head-on with a bus in Satkhira.  4. Three pedestrians were crushed under a covered van on Dhaka-Chittagong highway in Cumilla.  ;Unknown District
20190302;NA;NA;Four, including Titumir college student, killed in road crashes;motorcycle, truck;['one'];['one'];These accidents occurred due to negligence and lack of proper safety measures on the roads.;1. A day laborer fell from a running truck in Jatrabari area around 6:30am and died. 2. A transport worker was crushed under the wheels of a truck while crossing the road near Gabtoli Bus Terminal around 5:30am and died. 3. Farid Hossain, a student of Titumir College, died after his motorcycle hit a roadside bridge at Kherupara area of Harirampur upazila. 4. A man was killed and another injured after a bus overturned at Banigram village of Banskhali upazila around 3pm. ;Unknown District
